,free_bikes,postCode,rating,category,price,street,price_c,category_c,street_c,postCode_c
46643,0,M5R1V7,4.0,Cafe,Moderately, Dupont Street,2,4,13,22
46646,0,M5R1V7,4.0,Cafe,Moderately, Dupont Street,2,4,13,22
46768,18,M6J1G6,4.0,Europe,Expensive, Queen Street West,0,5,27,32
46770,18,M6J1G6,4.0,Fancy,Expensive, Queen Street West,0,6,27,32
46778,19,M6J1G6,4.0,Europe,Expensive, Queen Street West,0,5,27,32
46780,19,M6J1G6,4.0,Fancy,Expensive, Queen Street West,0,6,27,32
47088,11,M4M1J3,4.0,FastFood,Moderately, Broadview Avenue,2,7,5,10
47091,11,M4M1J3,4.0,Asian,Moderately, Queen Street E,2,2,25,10
47093,11,M4M1J3,3.0,American,Moderately, Queen Street E,2,1,25,10
47094,11,M4M1J3,3.5,Bars,Moderately, Queen Street E,2,3,25,10
47140,11,M4M1J3,4.0,FastFood,Moderately, Broadview Avenue,2,7,5,10
47143,11,M4M1J3,4.0,Asian,Moderately, Queen Street E,2,2,25,10
47145,11,M4M1J3,3.0,American,Moderately, Queen Street E,2,1,25,10
47146,11,M4M1J3,3.5,Bars,Moderately, Queen Street E,2,3,25,10
47166,11,M4M1J3,4.0,FastFood,Moderately, Broadview Avenue,2,7,5,10
47169,11,M4M1J3,4.0,Asian,Moderately, Queen Street E,2,2,25,10
47171,11,M4M1J3,3.0,American,Moderately, Queen Street E,2,1,25,10
47172,11,M4M1J3,3.5,Bars,Moderately, Queen Street E,2,3,25,10
47192,11,M4M1J3,4.0,FastFood,Moderately, Broadview Avenue,2,7,5,10
47195,11,M4M1J3,4.0,Asian,Moderately, Queen Street E,2,2,25,10
47197,11,M4M1J3,3.0,American,Moderately, Queen Street E,2,1,25,10
47198,11,M4M1J3,3.5,Bars,Moderately, Queen Street E,2,3,25,10
47362,3,M6G1M4,4.0,FastFood,Moderately, Bloor Street W,2,7,4,30
47369,3,M6G1M4,4.0,FastFood,Moderately, Bloor Street W,2,7,4,30
47409,9,M4C1L7,4.0,American,Inexpensive, Danforth avenue,1,1,9,3
47410,9,M4C1L7,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,3
47411,9,M4C1L7,4.5,Europe,Moderately, Danforth Avenue,2,5,8,3
47412,9,M4C1L7,4.0,FastFood,Moderately, Danforth Ave,2,7,7,3
47452,9,M4C1L7,4.0,American,Inexpensive, Danforth avenue,1,1,9,3
47453,9,M4C1L7,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,3
47454,9,M4C1L7,4.5,Europe,Moderately, Danforth Avenue,2,5,8,3
47455,9,M4C1L7,4.0,FastFood,Moderately, Danforth Ave,2,7,7,3
47495,9,M4C1L7,4.0,American,Inexpensive, Danforth avenue,1,1,9,3
47496,9,M4C1L7,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,3
47497,9,M4C1L7,4.5,Europe,Moderately, Danforth Avenue,2,5,8,3
47498,9,M4C1L7,4.0,FastFood,Moderately, Danforth Ave,2,7,7,3
47538,9,M4C1L7,4.0,American,Inexpensive, Danforth avenue,1,1,9,3
47539,9,M4C1L7,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,3
47540,9,M4C1L7,4.5,Europe,Moderately, Danforth Avenue,2,5,8,3
47541,9,M4C1L7,4.0,FastFood,Moderately, Danforth Ave,2,7,7,3
47581,9,M4C1L7,4.0,American,Inexpensive, Danforth avenue,1,1,9,3
47582,9,M4C1L7,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,3
47583,9,M4C1L7,4.5,Europe,Moderately, Danforth Avenue,2,5,8,3
47584,9,M4C1L7,4.0,FastFood,Moderately, Danforth Ave,2,7,7,3
47624,2,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47627,2,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47630,2,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47633,2,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47636,2,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47642,11,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47645,11,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47648,11,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47651,11,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47654,11,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47660,8,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47663,8,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47666,8,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47669,8,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47672,8,M4C1J4,4.0,Bars,Inexpensive, Danforth Avenue,1,3,8,2
47872,12,M4J1L1,4.5,FastFood,Inexpensive, Danforth Ave,1,7,7,6
47875,12,M4J1L1,4.5,FastFood,Inexpensive, Danforth Ave,1,7,7,6
47884,2,M4J1L1,4.5,FastFood,Inexpensive, Danforth Ave,1,7,7,6
47887,2,M4J1L1,4.5,FastFood,Inexpensive, Danforth Ave,1,7,7,6
47896,2,M4K1R1,4.5,American,Moderately, Danforth Avenue,2,1,8,9
47905,2,M4K1R1,3.5,Europe,Moderately, Danforth Ave,2,5,7,9
47908,2,M4K1R1,3.0,Asian,Moderately, Danforth Avenue,2,2,8,9
47918,2,M4K1R1,4.5,American,Moderately, Danforth Avenue,2,1,8,9
47927,2,M4K1R1,3.5,Europe,Moderately, Danforth Ave,2,5,7,9
47930,2,M4K1R1,3.0,Asian,Moderately, Danforth Avenue,2,2,8,9
47940,2,M4K1R1,4.5,American,Moderately, Danforth Avenue,2,1,8,9
47949,2,M4K1R1,3.5,Europe,Moderately, Danforth Ave,2,5,7,9
47952,2,M4K1R1,3.0,Asian,Moderately, Danforth Avenue,2,2,8,9
48050,7,M6G1L3,4.0,Asian,Moderately, Bloor Street W,2,2,4,29
48065,7,M6G1L3,4.0,Asian,Moderately, Bloor Street W,2,2,4,29
48080,7,M6G1L3,4.0,Asian,Moderately, Bloor Street W,2,2,4,29
48095,7,M6G1L3,4.0,Asian,Moderately, Bloor Street W,2,2,4,29
48254,5,M6J1V9,4.5,FastFood,Moderately, Dundas Street West,2,7,12,34
48255,5,M6J1V9,4.0,Bars,Moderately, Dundas Street W,2,3,11,34
48258,5,M6J1V9,4.5,FastFood,Moderately, Dundas Street West,2,7,12,34
48259,5,M6J1V9,4.0,Bars,Moderately, Dundas Street W,2,3,11,34
48274,0,M4S3C4,3.5,Asian,Moderately, Yonge Street,2,2,36,16
48276,0,M4S3C4,3.5,Asian,Moderately, Yonge Street,2,2,36,16
48278,0,M4S3C4,3.5,Asian,Moderately, Yonge Street,2,2,36,16
48282,0,M4S3C4,3.5,Asian,Moderately, Yonge Street,2,2,36,16
48293,17,M4M1Y2,3.5,Asian,Inexpensive, Gerrard Street E,1,2,18,12
48295,17,M4M1Y2,4.0,FastFood,Moderately, Gerrard Street E,2,7,18,12
48296,17,M4M1Y2,4.0,Cafe,Inexpensive, Gerrard Street E,1,4,18,12
48298,17,M4M1Y2,3.5,Asian,Inexpensive, Gerrard Street E,1,2,18,12
48300,17,M4M1Y2,4.0,FastFood,Moderately, Gerrard Street E,2,7,18,12
48301,17,M4M1Y2,4.0,Cafe,Inexpensive, Gerrard Street E,1,4,18,12
48313,4,M6R2M9,3.5,American,Moderately, Roncesvalles Avenue,2,1,28,40
48317,4,M6R2M9,3.5,Bars,Moderately, Roncesvalles Avenue,2,3,28,40
48324,4,M6R2M9,3.5,American,Moderately, Roncesvalles Avenue,2,1,28,40
48328,4,M6R2M9,3.5,Bars,Moderately, Roncesvalles Avenue,2,3,28,40
48379,4,M6R2M9,3.5,American,Moderately, Roncesvalles Avenue,2,1,28,40
48383,4,M6R2M9,3.5,Bars,Moderately, Roncesvalles Avenue,2,3,28,40
48484,3,M4K1P8,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,8
48488,3,M4K1P8,4.0,Europe,Moderately, Danforth Avenue,2,5,8,8
48526,3,M4K1P8,4.0,FastFood,Moderately, Danforth Avenue,2,7,8,8
48530,3,M4K1P8,4.0,Europe,Moderately, Danforth Avenue,2,5,8,8
48631,10,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48636,10,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48637,10,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48649,10,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48654,10,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48655,10,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48667,10,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48672,10,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48673,10,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48685,10,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48690,10,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48691,10,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48703,10,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48708,10,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48709,10,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48721,10,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48726,10,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48727,10,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48739,10,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48744,10,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48745,10,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48757,3,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48762,3,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48763,3,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48775,3,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48780,3,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48781,3,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48793,3,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48798,3,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48799,3,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48811,3,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48816,3,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48817,3,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48829,3,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48834,3,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48835,3,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48847,3,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48852,3,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48853,3,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48865,3,M4C1M1,3.5,Asian,Moderately, Danforth Avenue,2,2,8,4
48870,3,M4C1M1,4.0,American,Inexpensive, Danforth Avenue,1,1,8,4
48871,3,M4C1M1,4.5,FastFood,Inexpensive, Danforth Avenue,1,7,8,4
48883,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
48886,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
48891,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
48894,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
48899,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
48902,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
48915,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
48918,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
48923,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
48926,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
48947,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
48950,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
48963,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
48966,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
48971,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
48974,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
48987,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
48990,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49027,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49030,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49043,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49046,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49107,8,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49110,8,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49115,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49118,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49123,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49126,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49131,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49134,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49147,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49150,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49155,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49158,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49179,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49182,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49195,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49198,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49203,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49206,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49219,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49222,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49259,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49262,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49275,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49278,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49339,13,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49342,13,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49347,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49350,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49355,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49358,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49363,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49366,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49379,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49382,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49387,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49390,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49411,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49414,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49427,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49430,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49435,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49438,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49451,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49454,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49491,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49494,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49507,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49510,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49571,6,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49574,6,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49579,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49582,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49587,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49590,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49595,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49598,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49611,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49614,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49619,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49622,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49643,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49646,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49659,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49662,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49667,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49670,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49683,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49686,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49723,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49726,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49739,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49742,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49803,19,M6K3C3,4.0,Fancy,Expensive, Dufferin Street,0,6,10,37
49806,19,M6K3C3,3.5,FastFood,Moderately, Prince Edward Island Crescent,2,7,24,37
49811,9,M6E1B5,3.5,FastFood,Inexpensive, St. Clair Avenue W,1,7,31,28
49813,9,M6E1B5,3.5,FastFood,Inexpensive, St. Clair Avenue W,1,7,31,28
49814,9,M6E1B5,3.5,FastFood,Inexpensive, St. Clair Avenue W,1,7,31,28
49815,9,M6E1B5,3.5,FastFood,Inexpensive, St. Clair Avenue W,1,7,31,28
49865,7,M5A1A4,2.5,Fancy,Expensive, Polson Street,0,6,23,17
49867,7,M5A1A4,2.5,Fancy,Expensive, Polson Street,0,6,23,17
49869,7,M5A1A4,2.5,Fancy,Expensive, Polson Street,0,6,23,17
49871,7,M5A1A4,2.5,Fancy,Expensive, Polson Street,0,6,23,17
49873,7,M5A1A4,2.5,Fancy,Expensive, Polson Street,0,6,23,17
49875,7,M5A1A4,2.5,Fancy,Expensive, Polson Street,0,6,23,17
50393,1,M5P2W3,4.5,Cafe,Inexpensive, Spadina Road,1,4,30,21
50394,1,M5P2W3,2.0,Asian,Moderately, Spadina Road,2,2,30,21
50395,1,M5P2W3,2.5,FastFood,Inexpensive, Spadina Road,1,7,30,21
50399,1,M5P2W3,4.5,Cafe,Inexpensive, Spadina Road,1,4,30,21
50400,1,M5P2W3,2.0,Asian,Moderately, Spadina Road,2,2,30,21
50401,1,M5P2W3,2.5,FastFood,Inexpensive, Spadina Road,1,7,30,21
50402,1,M5P2W3,4.5,Cafe,Inexpensive, Spadina Road,1,4,30,21
50403,1,M5P2W3,2.0,Asian,Moderately, Spadina Road,2,2,30,21
50404,1,M5P2W3,2.5,FastFood,Inexpensive, Spadina Road,1,7,30,21
50666,12,M5T1L1,4.0,Asian,Moderately, Baldwin Street,2,2,0,25
50667,12,M5T1L1,4.0,Asian,Moderately, Baldwin Street,2,2,0,25
50668,12,M5T1L1,4.0,Cafe,Moderately, Baldwin Street,2,4,0,25
50676,12,M5T1L1,3.5,Asian,Moderately, Baldwin Street,2,2,0,25
50677,12,M5T1L1,3.5,Cafe,Moderately, Baldwin Street,2,4,0,25
50678,12,M5T1L1,3.5,Europe,Moderately, Baldwin Street,2,5,0,25
50706,12,M5T1L1,4.0,Cafe,Inexpensive, Baldwin Street,1,4,0,25
50846,8,M8Y2R3,4.5,FastFood,Moderately, Royal York Road,2,7,29,42
50848,8,M8Y2R3,3.5,FastFood,Moderately, Royal York Road,2,7,29,42
50853,8,M8Y2R3,4.5,FastFood,Moderately, Royal York Road,2,7,29,42
50855,8,M8Y2R3,3.5,FastFood,Moderately, Royal York Road,2,7,29,42
50860,8,M8Y2R3,4.5,FastFood,Moderately, Royal York Road,2,7,29,42
50862,8,M8Y2R3,3.5,FastFood,Moderately, Royal York Road,2,7,29,42
50874,4,M8Y2R3,4.5,FastFood,Moderately, Royal York Road,2,7,29,42
50876,4,M8Y2R3,3.5,FastFood,Moderately, Royal York Road,2,7,29,42
50881,4,M8Y2R3,4.5,FastFood,Moderately, Royal York Road,2,7,29,42
50883,4,M8Y2R3,3.5,FastFood,Moderately, Royal York Road,2,7,29,42
50888,4,M8Y2R3,4.5,FastFood,Moderately, Royal York Road,2,7,29,42
50890,4,M8Y2R3,3.5,FastFood,Moderately, Royal York Road,2,7,29,42
50902,10,M9N1W2,5.0,FastFood,Moderately, Weston Road,2,7,35,43
50903,10,M9N1W2,4.5,Europe,Moderately, Weston Road,2,5,35,43
50904,10,M9N1W2,5.0,FastFood,Moderately, Weston Road,2,7,35,43
50905,10,M9N1W2,4.5,Europe,Moderately, Weston Road,2,5,35,43
50915,11,M3J3K2,3.0,American,Moderately, Finch Avenue W,2,1,15,1
50916,11,M3J3K2,4.0,Asian,Inexpensive, Finch Avenue W,1,2,15,1
50919,11,M3J3K2,4.0,MiddleEast,Moderately, Finch Avenue W,2,8,15,1
50920,11,M3J3K2,3.0,American,Moderately, Finch Avenue W,2,1,15,1
50921,11,M3J3K2,4.0,Asian,Inexpensive, Finch Avenue W,1,2,15,1
50924,11,M3J3K2,4.0,MiddleEast,Moderately, Finch Avenue W,2,8,15,1
50925,11,M3J3K2,3.0,American,Moderately, Finch Avenue W,2,1,15,1
50926,11,M3J3K2,4.0,Asian,Inexpensive, Finch Avenue W,1,2,15,1
50929,11,M3J3K2,4.0,MiddleEast,Moderately, Finch Avenue W,2,8,15,1
50930,11,M3J3K2,3.0,American,Moderately, Finch Avenue W,2,1,15,1
50931,11,M3J3K2,4.0,Asian,Inexpensive, Finch Avenue W,1,2,15,1
50934,11,M3J3K2,4.0,MiddleEast,Moderately, Finch Avenue W,2,8,15,1
50935,11,M3J3K2,3.0,American,Moderately, Finch Avenue W,2,1,15,1
50936,11,M3J3K2,4.0,Asian,Inexpensive, Finch Avenue W,1,2,15,1
50939,11,M3J3K2,4.0,MiddleEast,Moderately, Finch Avenue W,2,8,15,1
50940,11,M3J3K2,3.0,American,Moderately, Finch Avenue W,2,1,15,1
50941,11,M3J3K2,4.0,Asian,Inexpensive, Finch Avenue W,1,2,15,1
50944,11,M3J3K2,4.0,MiddleEast,Moderately, Finch Avenue W,2,8,15,1
50948,0,M4N2M8,4.0,Asian,Moderately, Yonge Street,2,2,36,14
50949,0,M4N2M8,4.0,FastFood,Moderately, Yonge Street,2,7,36,14
50955,0,M4N2M8,4.0,Asian,Moderately, Yonge Street,2,2,36,14
50956,0,M4N2M8,4.0,FastFood,Moderately, Yonge Street,2,7,36,14
50976,0,M5N1A2,4.0,FastFood,Moderately, Eglinton Avenue W,2,7,14,20
50980,0,M5N1A2,4.0,FastFood,Moderately, Eglinton Avenue W,2,7,14,20
50982,0,M5N1A2,4.0,FastFood,Moderately, Eglinton Avenue W,2,7,14,20
50984,0,M5N1A2,4.0,FastFood,Moderately, Eglinton Avenue W,2,7,14,20
50988,4,M4G3B7,4.0,MiddleEast,Expensive, Bayview Avenue,0,8,2,5
50989,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
50990,4,M4G3B7,4.5,FastFood,Moderately, Bayview Avenue,2,7,2,5
50993,4,M4G3B7,4.0,Asian,Moderately, Bayview Avenue,2,2,2,5
50994,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
50995,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51002,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51003,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51004,4,M4G3B7,4.0,MiddleEast,Expensive, Bayview Avenue,0,8,2,5
51005,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51006,4,M4G3B7,4.5,FastFood,Moderately, Bayview Avenue,2,7,2,5
51009,4,M4G3B7,4.0,Asian,Moderately, Bayview Avenue,2,2,2,5
51010,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51011,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51018,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
51019,4,M4G3B7,3.5,FastFood,Moderately, Bayview Ave,2,7,1,5
51020,4,M4G3B7,4.0,MiddleEast,Expensive, Bayview Avenue,0,8,2,5
51021,4,M4G3B7,4.0,FastFood,Moderately, Bayview Avenue,2,7,2,5
